teamA,teamB,teamAAttack,teamAMidfield,teamADefense,teamAFormScore,teamAStrength,teamBAttack,teamBMidfield,teamBDefense,teamBFormScore,teamBStrength,result
"Sweden","Scotland","79","80","79","10","80","75","78","77","8","76","teamAWin"
"Scotland","Belgium","75","78","77","8","76","82","84","78","10","82","teamBWin"
"Belgium","Scotland","82","84","78","10","82","75","78","77","8","76","teamAWin"
"Scotland","Egypt","75","78","77","8","76","79","76","75","10","78","draw"
"Egypt","Scotland","79","76","75","10","78","75","78","77","8","76","draw"
"Scotland","Iran","75","78","77","8","76","75","76","77","8","75","draw"
"Iran","Scotland","75","76","77","8","75","75","78","77","8","76","draw"
"Scotland","New Zealand","75","78","77","8","76","70","69","71","7","69","teamAWin"
"New Zealand","Scotland","70","69","71","7","69","75","78","77","8","76","teamBWin"
"Scotland","Spain","75","78","77","8","76","86","90","84","13","90","teamBWin"
"Spain","Scotland","86","90","84","13","90","75","78","77","8","76","teamAWin"
"Scotland","Cape Verde","75","78","77","8","76","72","73","72","8","72","teamAWin"
"Cape Verde","Scotland","72","73","72","8","72","75","78","77","8","76","draw"
"Scotland","Saudi Arabia","75","78","77","8","76","74","75","73","8","74","draw"
"Saudi Arabia","Scotland","74","75","73","8","74","75","78","77","8","76","draw"
"Scotland","Uruguay","75","78","77","8","76","83","82","82","10","83","teamBWin"
"Uruguay","Scotland","83","82","82","10","83","75","78","77","8","76","teamAWin"
"Scotland","France","75","78","77","8","76","90","84","83","10","87","teamBWin"
"France","Scotland","90","84","83","10","87","75","78","77","8","76","teamAWin"
"Scotland","Senegal","75","78","77","8","76","81","79","81","10","81","teamBWin"
"Senegal","Scotland","81","79","81","10","81","75","78","77","8","76","teamAWin"
"Scotland","Norway","75","78","77","8","76","84","80","76","10","82","draw"
"Norway","Scotland","84","80","76","10","82","75","78","77","8","76","teamAWin"
"Scotland","Iraq","75","78","77","8","76","72","73","72","10","74","draw"
"Iraq","Scotland","72","73","72","10","74","75","78","77","8","76","draw"
"Scotland","Argentina","75","78","77","8","76","88","86","82","13","89","teamBWin"
"Argentina","Scotland","88","86","82","13","89","75","78","77","8","76","teamAWin"
"Scotland","Algeria","75","78","77","8","76","78","79","76","10","79","draw"
"Algeria","Scotland","78","79","76","10","79","75","78","77","8","76","draw"
"Scotland","Austria","75","78","77","8","76","79","82","79","10","81","teamBWin"
"Austria","Scotland","79","82","79","10","81","75","78","77","8","76","draw"
"Scotland","Jordan","75","78","77","8","76","71","72","70","8","71","teamAWin"
"Jordan","Scotland","71","72","70","8","71","75","78","77","8","76","teamBWin"
"Scotland","Portugal","75","78","77","8","76","87","84","80","10","85","teamBWin"
"Portugal","Scotland","87","84","80","10","85","75","78","77","8","76","teamAWin"
"Scotland","Uzbekistan","75","78","77","8","76","73","75","74","10","76","draw"
"Uzbekistan","Scotland","73","75","74","10","76","75","78","77","8","76","draw"
"Scotland","Colombia","75","78","77","8","76","82","81","78","10","82","teamBWin"
"Colombia","Scotland","82","81","78","10","82","75","78","77","8","76","teamAWin"
"Scotland","DR Congo","75","78","77","8","76","74","74","75","8","74","teamAWin"
"DR Congo","Scotland","74","74","75","8","74","75","78","77","8","76","teamBWin"
"Scotland","England","75","78","77","8","76","86","86","84","13","89","teamBWin"
"England","Scotland","86","86","84","13","89","75","78","77","8","76","teamAWin"
"Scotland","Croatia","75","78","77","8","76","77","84","79","8","79","teamBWin"
"Croatia","Scotland","77","84","79","8","79","75","78","77","8","76","draw"
"Scotland","Ghana","75","78","77","8","76","76","75","73","7","74","draw"
"Ghana","Scotland","76","75","73","7","74","75","78","77","8","76","draw"
"Scotland","Panama","75","78","77","8","76","72","73","72","10","74","teamAWin"
"Panama","Scotland","72","73","72","10","74","75","78","77","8","76","teamBWin"
"USA","Paraguay","76","74","72","10","76","74","75","77","8","75","draw"
"Paraguay","USA","74","75","77","8","75","76","74","72","10","76","draw"
"USA","Australia","76","74","72","10","76","76","75","76","10","77","draw"
"Australia","USA","76","75","76","10","77","76","74","72","10","76","draw"
"USA","Türkiye","76","74","72","10","76","80","79","75","10","80","draw"
"Türkiye","USA","80","79","75","10","80","76","74","72","10","76","teamAWin"
"USA","Germany","76","74","72","10","76","84","85","80","8","82","teamBWin"
"Germany","USA","84","85","80","8","82","76","74","72","10","76","teamAWin"
"USA","Curacao","76","74","72","10","76","70","70","69","8","70","teamAWin"
"Curacao","USA","70","70","69","8","70","76","74","72","10","76","teamBWin"
"USA","Ivory Coast","76","74","72","10","76","80","78","77","10","80","teamBWin"
"Ivory Coast","USA","80","78","77","10","80","76","74","72","10","76","teamAWin"
"USA","Ecuador","76","74","72","10","76","78","79","80","8","78","draw"
"Ecuador","USA","78","79","80","8","78","76","74","72","10","76","teamAWin"
"USA","Netherlands","76","74","72","10","76","82","83","86","10","84","teamBWin"
"Netherlands","USA","82","83","86","10","84","76","74","72","10","76","teamAWin"
"USA","Japan","76","74","72","10","76","80","82","78","10","81","teamBWin"
"Japan","USA","80","82","78","10","81","76","74","72","10","76","teamAWin"
"USA","Tunisia","76","74","72","10","76","72","74","78","8","74","draw"
"Tunisia","USA","72","74","78","8","74","76","74","72","10","76","draw"
"USA","Sweden","76","74","72","10","76","79","80","79","10","80","teamBWin"
"Sweden","USA","79","80","79","10","80","76","74","72","10","76","teamAWin"
"USA","Belgium","76","74","72","10","76","82","84","78","10","82","teamBWin"
"Belgium","USA","82","84","78","10","82","76","74","72","10","76","teamAWin"
"USA","Egypt","76","74","72","10","76","79","76","75","10","78","teamBWin"
"Egypt","USA","79","76","75","10","78","76","74","72","10","76","teamAWin"
"USA","Iran","76","74","72","10","76","75","76","77","8","75","draw"
"Iran","USA","75","76","77","8","75","76","74","72","10","76","draw"
"USA","New Zealand","76","74","72","10","76","70","69","71","7","69","teamAWin"
"New Zealand","USA","70","69","71","7","69","76","74","72","10","76","teamBWin"
"USA","Spain","76","74","72","10","76","86","90","84","13","90","teamBWin"
"Spain","USA","86","90","84","13","90","76","74","72","10","76","teamAWin"
"USA","Cape Verde","76","74","72","10","76","72","73","72","8","72","teamAWin"
"Cape Verde","USA","72","73","72","8","72","76","74","72","10","76","draw"
"USA","Saudi Arabia","76","74","72","10","76","74","75","73","8","74","draw"
"Saudi Arabia","USA","74","75","73","8","74","76","74","72","10","76","draw"
"USA","Uruguay","76","74","72","10","76","83","82","82","10","83","teamBWin"
"Uruguay","USA","83","82","82","10","83","76","74","72","10","76","teamAWin"
"USA","France","76","74","72","10","76","90","84","83","10","87","teamBWin"
"France","USA","90","84","83","10","87","76","74","72","10","76","teamAWin"
"USA","Senegal","76","74","72","10","76","81","79","81","10","81","teamBWin"
"Senegal","USA","81","79","81","10","81","76","74","72","10","76","teamAWin"
"USA","Norway","76","74","72","10","76","84","80","76","10","82","draw"
"Norway","USA","84","80","76","10","82","76","74","72","10","76","teamAWin"
"USA","Iraq","76","74","72","10","76","72","73","72","10","74","draw"
"Iraq","USA","72","73","72","10","74","76","74","72","10","76","teamBWin"
"USA","Argentina","76","74","72","10","76","88","86","82","13","89","teamBWin"
"Argentina","USA","88","86","82","13","89","76","74","72","10","76","teamAWin"
"USA","Algeria","76","74","72","10","76","78","79","76","10","79","draw"
"Algeria","USA","78","79","76","10","79","76","74","72","10","76","draw"
"USA","Austria","76","74","72","10","76","79","82","79","10","81","teamBWin"
"Austria","USA","79","82","79","10","81","76","74","72","10","76","teamAWin"
"USA","Jordan","76","74","72","10","76","71","72","70","8","71","teamAWin"
"Jordan","USA","71","72","70","8","71","76","74","72","10","76","teamBWin"
"USA","Portugal","76","74","72","10","76","87","84","80","10","85","teamBWin"
"Portugal","USA","87","84","80","10","85","76","74","72","10","76","teamAWin"
"USA","Uzbekistan","76","74","72","10","76","73","75","74","10","76","draw"
"Uzbekistan","USA","73","75","74","10","76","76","74","72","10","76","draw"
"USA","Colombia","76","74","72","10","76","82","81","78","10","82","teamBWin"
"Colombia","USA","82","81","78","10","82","76","74","72","10","76","teamAWin"
"USA","DR Congo","76","74","72","10","76","74","74","75","8","74","teamAWin"
"DR Congo","USA","74","74","75","8","74","76","74","72","10","76","draw"
"USA","England","76","74","72","10","76","86","86","84","13","89","teamBWin"
"England","USA","86","86","84","13","89","76","74","72","10","76","teamAWin"
"USA","Croatia","76","74","72","10","76","77","84","79","8","79","teamBWin"
"Croatia","USA","77","84","79","8","79","76","74","72","10","76","teamAWin"
"USA","Ghana","76","74","72","10","76","76","75","73","7","74","draw"
"Ghana","USA","76","75","73","7","74","76","74","72","10","76","draw"
"USA","Panama","76","74","72","10","76","72","73","72","10","74","teamAWin"
"Panama","USA","72","73","72","10","74","76","74","72","10","76","draw"
"Paraguay","Australia","74","75","77","8","75","76","75","76","10","77","draw"
"Australia","Paraguay","76","75","76","10","77","74","75","77","8","75","draw"
"Paraguay","Türkiye","74","75","77","8","75","80","79","75","10","80","draw"
"Türkiye","Paraguay","80","79","75","10","80","74","75","77","8","75","teamAWin"
"Paraguay","Germany","74","75","77","8","75","84","85","80","8","82","teamBWin"
"Germany","Paraguay","84","85","80","8","82","74","75","77","8","75","teamAWin"
"Paraguay","Curacao","74","75","77","8","75","70","70","69","8","70","teamAWin"
"Curacao","Paraguay","70","70","69","8","70","74","75","77","8","75","teamBWin"
"Paraguay","Ivory Coast","74","75","77","8","75","80","78","77","10","80","teamBWin"
"Ivory Coast","Paraguay","80","78","77","10","80","74","75","77","8","75","teamAWin"
"Paraguay","Ecuador","74","75","77","8","75","78","79","80","8","78","draw"
"Ecuador","Paraguay","78","79","80","8","78","74","75","77","8","75","teamAWin"
"Paraguay","Netherlands","74","75","77","8","75","82","83","86","10","84","teamBWin"
"Netherlands","Paraguay","82","83","86","10","84","74","75","77","8","75","teamAWin"
"Paraguay","Japan","74","75","77","8","75","80","82","78","10","81","teamBWin"
"Japan","Paraguay","80","82","78","10","81","74","75","77","8","75","teamAWin"
"Paraguay","Tunisia","74","75","77","8","75","72","74","78","8","74","draw"
"Tunisia","Paraguay","72","74","78","8","74","74","75","77","8","75","draw"
"Paraguay","Sweden","74","75","77","8","75","79","80","79","10","80","teamBWin"
"Sweden","Paraguay","79","80","79","10","80","74","75","77","8","75","teamAWin"
"Paraguay","Belgium","74","75","77","8","75","82","84","78","10","82","teamBWin"
"Belgium","Paraguay","82","84","78","10","82","74","75","77","8","75","teamAWin"
"Paraguay","Egypt","74","75","77","8","75","79","76","75","10","78","teamBWin"
"Egypt","Paraguay","79","76","75","10","78","74","75","77","8","75","teamAWin"
"Paraguay","Iran","74","75","77","8","75","75","76","77","8","75","draw"
"Iran","Paraguay","75","76","77","8","75","74","75","77","8","75","draw"
"Paraguay","New Zealand","74","75","77","8","75","70","69","71","7","69","teamAWin"
"New Zealand","Paraguay","70","69","71","7","69","74","75","77","8","75","teamBWin"
"Paraguay","Spain","74","75","77","8","75","86","90","84","13","90","teamBWin"
"Spain","Paraguay","86","90","84","13","90","74","75","77","8","75","teamAWin"
"Paraguay","Cape Verde","74","75","77","8","75","72","73","72","8","72","teamAWin"
"Cape Verde","Paraguay","72","73","72","8","72","74","75","77","8","75","teamBWin"
"Paraguay","Saudi Arabia","74","75","77","8","75","74","75","73","8","74","draw"
"Saudi Arabia","Paraguay","74","75","73","8","74","74","75","77","8","75","teamBWin"
"Paraguay","Uruguay","74","75","77","8","75","83","82","82","10","83","teamBWin"
"Uruguay","Paraguay","83","82","82","10","83","74","75","77","8","75","teamAWin"
"Paraguay","France","74","75","77","8","75","90","84","83","10","87","teamBWin"
"France","Paraguay","90","84","83","10","87","74","75","77","8","75","teamAWin"
"Paraguay","Senegal","74","75","77","8","75","81","79","81","10","81","teamBWin"
"Senegal","Paraguay","81","79","81","10","81","74","75","77","8","75","teamAWin"
"Paraguay","Norway","74","75","77","8","75","84","80","76","10","82","teamBWin"
"Norway","Paraguay","84","80","76","10","82","74","75","77","8","75","teamAWin"
"Paraguay","Iraq","74","75","77","8","75","72","73","72","10","74","draw"
"Iraq","Paraguay","72","73","72","10","74","74","75","77","8","75","draw"
"Paraguay","Argentina","74","75","77","8","75","88","86","82","13","89","teamBWin"
"Argentina","Paraguay","88","86","82","13","89","74","75","77","8","75","teamAWin"
"Paraguay","Algeria","74","75","77","8","75","78","79","76","10","79","draw"
"Algeria","Paraguay","78","79","76","10","79","74","75","77","8","75","teamAWin"
"Paraguay","Austria","74","75","77","8","75","79","82","79","10","81","teamBWin"
"Austria","Paraguay","79","82","79","10","81","74","75","77","8","75","teamAWin"
"Paraguay","Jordan","74","75","77","8","75","71","72","70","8","71","draw"
"Jordan","Paraguay","71","72","70","8","71","74","75","77","8","75","teamBWin"
"Paraguay","Portugal","74","75","77","8","75","87","84","80","10","85","teamBWin"
"Portugal","Paraguay","87","84","80","10","85","74","75","77","8","75","teamAWin"
"Paraguay","Uzbekistan","74","75","77","8","75","73","75","74","10","76","draw"
"Uzbekistan","Paraguay","73","75","74","10","76","74","75","77","8","75","draw"
"Paraguay","Colombia","74","75","77","8","75","82","81","78","10","82","teamBWin"
"Colombia","Paraguay","82","81","78","10","82","74","75","77","8","75","teamAWin"
"Paraguay","DR Congo","74","75","77","8","75","74","74","75","8","74","draw"
"DR Congo","Paraguay","74","74","75","8","74","74","75","77","8","75","draw"
"Paraguay","England","74","75","77","8","75","86","86","84","13","89","teamBWin"
"England","Paraguay","86","86","84","13","89","74","75","77","8","75","teamAWin"
"Paraguay","Croatia","74","75","77","8","75","77","84","79","8","79","teamBWin"
"Croatia","Paraguay","77","84","79","8","79","74","75","77","8","75","teamAWin"
"Paraguay","Ghana","74","75","77","8","75","76","75","73","7","74","draw"
"Ghana","Paraguay","76","75","73","7","74","74","75","77","8","75","draw"
"Paraguay","Panama","74","75","77","8","75","72","73","72","10","74","draw"
"Panama","Paraguay","72","73","72","10","74","74","75","77","8","75","draw"
"Australia","Türkiye","76","75","76","10","77","80","79","75","10","80","draw"
"Türkiye","Australia","80","79","75","10","80","76","75","76","10","77","teamAWin"
"Australia","Germany","76","75","76","10","77","84","85","80","8","82","teamBWin"
"Germany","Australia","84","85","80","8","82","76","75","76","10","77","teamAWin"
"Australia","Curacao","76","75","76","10","77","70","70","69","8","70","teamAWin"
"Curacao","Australia","70","70","69","8","70","76","75","76","10","77","teamBWin"
"Australia","Ivory Coast","76","75","76","10","77","80","78","77","10","80","draw"
"Ivory Coast","Australia","80","78","77","10","80","76","75","76","10","77","teamAWin"
"Australia","Ecuador","76","75","76","10","77","78","79","80","8","78","draw"
"Ecuador","Australia","78","79","80","8","78","76","75","76","10","77","teamAWin"
"Australia","Netherlands","76","75","76","10","77","82","83","86","10","84","teamBWin"
"Netherlands","Australia","82","83","86","10","84","76","75","76","10","77","teamAWin"
"Australia","Japan","76","75","76","10","77","80","82","78","10","81","teamBWin"
"Japan","Australia","80","82","78","10","81","76","75","76","10","77","draw"
"Australia","Tunisia","76","75","76","10","77","72","74","78","8","74","draw"
"Tunisia","Australia","72","74","78","8","74","76","75","76","10","77","teamBWin"
